Profit99,Online99,Age99,Inc99,Tenure99,District99,ID
1,1,3,6,11.25,1300,6720
-64,1,,,1.08,1200,6721
-13,0,5,4,24.08,1200,6722
-33,0,2,3,3.33,1200,6723
258,0,6,6,28.25,1200,6724
-30,0,4,1,8.33,1200,6725
-68,0,6,4,22.08,1200,6726
-8,0,,,0.16,1300,6727
17,0,7,1,1.5,1100,6728
306,0,,,3.5,1200,6729
-26,0,4,,1.66,1200,6730
-68,0,,,1.66,1200,6731
11,0,5,7,17.66,1200,6732
-18,1,6,4,0.75,1200,6733
-66,1,,,7.66,1200,6734
48,0,3,4,4.41,1300,6735
-25,0,5,9,13.41,1200,6736
-96,0,,,0.66,1200,6737
13,0,,,1,1200,6738
-5,0,5,7,2,1200,6739
-123,0,4,6,7.91,1200,6740
239,0,4,9,20.25,1200,6741
-14,0,5,6,30.41,1200,6742
283,0,5,6,25.58,1200,6743
-95,0,3,7,14.58,1200,6744
13,0,2,6,2.91,1200,6745
-71,1,2,5,5.66,1200,6746
-2,0,,7,5.75,1300,6747
-74,0,,,11.41,1300,6748
714,0,7,9,6.66,1300,6749
0,0,3,4,7.58,1200,6750
141,0,7,9,5.25,1200,6751
-91,0,4,5,11.91,1200,6752
-32,0,5,4,9.58,1100,6753
-58,0,6,6,9.5,1200,6754
257,0,6,1,7,1300,6755
3,0,,,2.91,1100,6756
71,0,4,6,12.33,1200,6757
-29,0,3,1,4.08,1200,6758
-13,0,,,1.66,1200,6759
-108,0,3,7,3,1200,6760
324,1,2,9,5.41,1200,6761
161,0,3,7,3.5,1200,6762
37,0,2,2,5.58,1300,6763
66,0,3,5,1.08,1200,6764
259,0,4,8,19.41,1200,6765
96,0,5,1,21.75,1100,6766
26,0,,,0.75,1200,6767
342,0,5,5,6.58,1200,6768
-70,0,4,3,6.91,1200,6769
1,0,,,5.16,1100,6770
-20,0,,,3.66,1200,6771
328,0,5,9,14.83,1200,6772
1078,0,5,9,20.91,1200,6773
91,1,4,1,7.16,1300,6774
67,0,3,6,1.41,1200,6775
762,0,4,9,3.75,1200,6776
-30,0,3,5,5.58,1200,6777
-17,0,4,6,4.75,1200,6778
-40,0,2,6,6.5,1200,6779
-26,0,2,9,13.66,1200,6780
-43,0,4,6,12.91,1200,6781
-23,0,,,1.08,1200,6782
149,0,7,5,38.91,1200,6783
-56,0,2,7,4.75,1200,6784
690,0,3,7,18.58,1200,6785
-167,1,,,6.08,1200,6786
120,0,,,9.91,1200,6787
-2,0,,,27.08,1200,6788
10,0,7,8,5.66,1200,6789
-26,0,,,3.08,1200,6790
114,0,3,3,3.75,1200,6791
530,0,6,6,15.75,1200,6792
-18,0,6,7,15.5,1100,6793
-35,1,3,3,8.16,1200,6794
-57,0,5,3,1.08,1200,6795
-37,0,4,7,0.66,1200,6796
96,0,3,6,2.83,1200,6797
380,0,4,7,3.83,1200,6798
29,0,7,1,19.41,1200,6799
234,0,7,5,22.08,1300,6800
16,0,,,0.91,1200,6801
30,0,5,8,8.16,1200,6802
50,0,7,1,22.08,1200,6803
-8,0,1,,1.41,1200,6804
31,0,7,3,2.25,1100,6805
-40,0,5,1,2.66,1100,6806
-28,0,,,0.41,1200,6807
-145,0,2,7,11.66,1200,6808
-52,0,7,5,20.16,1200,6809
16,0,,,4.33,1200,6810
56,0,3,1,8.16,1200,6811
592,0,,,21.5,1200,6812
54,0,3,6,6.83,1200,6813
435,0,6,5,19.16,1200,6814
-197,0,3,5,13.66,1100,6815
-20,0,1,5,2.08,1200,6816
303,0,5,7,31.83,1200,6817
149,0,6,8,8.5,1200,6818
560,0,,,9.16,1200,6819
721,0,,1,19.75,1100,6820
-3,0,,,7.5,1200,6821
-5,1,2,3,3.75,1200,6822
-100,0,4,6,7,1200,6823
85,0,5,7,11.08,1200,6824
190,0,4,4,1.58,1200,6825
-94,0,4,5,6.08,1200,6826
-87,0,,,7.5,1300,6827
1360,1,4,9,14.58,1200,6828
142,0,3,1,8.25,1200,6829
-85,0,2,3,7.41,1200,6830
-51,0,,,0.91,1300,6831
10,0,,,2.41,1200,6832
-41,0,3,6,4.25,1200,6833
307,0,5,4,15.58,1300,6834
-29,0,3,4,3.08,1200,6835
-13,0,4,6,6.66,1300,6836
863,0,4,6,2.58,1200,6837
-93,0,2,7,5.33,1200,6838
425,0,6,1,28,1200,6839
688,0,,,15.08,1200,6840
165,0,1,,0.83,1200,6841
362,0,4,7,19.75,1200,6842
223,0,4,4,5.25,1200,6843
455,0,4,9,21.66,1200,6844
-112,0,4,9,21.58,1200,6845
57,0,,,13.75,1200,6846
-41,1,1,7,0.41,1200,6847
-3,0,,,6.75,1300,6848
-28,0,,7,10.33,1200,6849
13,0,2,5,2.33,1200,6850
190,0,6,8,20.5,1200,6851
-8,1,2,6,0.75,1200,6852
-81,1,6,3,30.58,1200,6853
20,0,5,8,10.41,1200,6854
39,0,6,5,5.75,1200,6855
128,0,2,2,5,1200,6856
245,0,4,1,11.25,1200,6857
-96,0,,,4.41,1200,6858
-24,0,,,18,1100,6859
-3,0,3,7,9,1200,6860
494,0,4,6,14.66,1200,6861
-63,0,5,3,7.16,1200,6862
-86,0,,,15.16,1200,6863
195,0,4,3,15.75,1200,6864
704,0,4,6,18.25,1100,6865
212,1,2,7,4.33,1200,6866
-51,0,4,8,11.58,1200,6867
-112,0,2,6,3.83,1200,6868
-3,0,3,4,3,1100,6869
279,0,,,3.91,1200,6870
-62,0,,,5.16,1200,6871
402,1,,,29.75,1200,6872
268,0,,,22.08,1200,6873
-22,1,3,1,4.83,1200,6874
596,0,4,6,21,1100,6875
-4,0,,,3.91,1200,6876
-35,0,3,6,5.41,1100,6877
251,0,1,4,6.5,1300,6878
-6,0,5,7,5,1100,6879
-90,0,2,6,9.58,1300,6880
-15,0,7,3,17.25,1100,6881
-24,0,,,5.25,1200,6882
26,0,,,10.91,1200,6883
-191,0,3,7,17.66,1300,6884
75,0,3,5,6.08,1200,6885
463,0,2,4,5.33,1200,6886
-144,1,3,8,3.66,1200,6887
-65,0,4,4,1.33,1300,6888
177,0,7,4,0.25,1200,6889
-8,0,,,0.5,1100,6890
598,0,6,5,7.91,1200,6891
-3,0,2,4,3.58,1200,6892
-9,0,,,0.91,1200,6893
43,0,,,12.25,1200,6894
-102,0,7,6,17.66,1200,6895
-16,0,2,8,8.66,1200,6896
-81,0,,,30.33,1100,6897
136,0,6,6,5.16,1200,6898
40,0,6,5,18.16,1200,6899
-5,0,,,2,1200,6900
11,0,4,3,7.83,1200,6901
-51,0,6,1,13.33,1200,6902
310,0,5,6,6,1200,6903
1251,0,3,9,5.41,1200,6904
-30,0,1,5,0.75,1200,6905
138,0,2,7,1.25,1100,6906
178,0,4,9,21.25,1200,6907
256,0,6,9,7.33,1200,6908
55,0,,,4.41,1200,6909
669,0,,6,14.91,1200,6910
-70,0,3,8,12.5,1200,6911
-31,0,,,8.25,1200,6912
26,0,4,,14.25,1200,6913
-194,0,3,9,15.58,1200,6914
333,0,6,8,7.5,1200,6915
-45,0,7,1,20.08,1200,6916
44,0,3,6,10.91,1200,6917
23,0,6,8,7.33,1200,6918
56,0,2,5,3.75,1200,6919
28,0,7,8,15,1300,6920
-18,0,5,3,1.83,1200,6921
610,0,,,7.08,1200,6922
-24,0,1,6,6.33,1200,6923
-13,0,2,7,5.58,1200,6924
-87,0,7,6,9,1200,6925
6,0,4,7,25.83,1200,6926
-20,1,,,1.66,1200,6927
-109,0,3,3,16.33,1200,6928
9,0,4,1,6.5,1300,6929
-23,0,,,1.66,1200,6930
-55,0,4,3,6.75,1200,6931
-31,0,2,7,4.41,1200,6932
-14,0,,3,2.83,1200,6933
92,0,3,6,5.66,1200,6934
174,0,3,9,6.33,1200,6935
151,0,5,9,12.25,1200,6936
138,0,2,4,4.16,1200,6937
-47,0,3,4,2.75,1200,6938
289,0,,,21.58,1100,6939
32,0,2,5,6.33,1200,6940
55,0,2,2,7.5,1100,6941
-23,0,2,1,4.33,1200,6942
-44,0,5,8,26,1200,6943
41,0,3,6,3,1200,6944
-74,0,4,2,16.25,1200,6945
280,0,2,7,14.33,1200,6946
-25,0,,,7.16,1200,6947
-27,0,3,4,5.08,1100,6948
3,0,5,4,4.58,1100,6949
119,0,3,8,9.75,1200,6950
-25,0,,,0.33,1300,6951
70,0,,,7.66,1200,6952
-3,0,,,5.41,1200,6953
143,0,2,1,9.75,1200,6954
853,0,5,7,9.58,1100,6955
-51,0,,,11,1200,6956
1091,0,7,4,14.58,1100,6957
56,0,5,6,4.75,1100,6958
-193,0,,,5.66,1200,6959
168,1,7,6,3.75,1300,6960
217,1,3,9,10.08,1200,6961
273,0,,3,7.16,1200,6962
-77,0,7,6,3.08,1200,6963
255,0,,,2.83,1200,6964
-12,0,,,3.33,1200,6965
-117,0,1,7,4.25,1200,6966
295,0,4,9,9.25,1200,6967
2,0,2,7,3.5,1100,6968
4,0,3,6,6.16,1200,6969
171,0,6,5,7.33,1100,6970
-63,0,1,6,3.5,1200,6971
416,0,4,6,33.08,1300,6972
-7,0,,,30.08,1200,6973
-9,0,4,6,7,1200,6974
7,0,6,6,22.58,1200,6975
-24,0,5,9,4.58,1200,6976
-6,0,,,0.66,1200,6977
-4,0,,,2.08,1200,6978
124,0,3,6,16.58,1200,6979
290,0,4,7,7.66,1200,6980
-1,0,,,4.33,1200,6981
146,0,,,18.91,1100,6982
217,0,6,4,21.5,1200,6983
-31,0,3,6,2,1100,6984
-92,0,4,9,13.83,1200,6985
-2,0,3,3,3.33,1100,6986
122,0,,,39.91,1200,6987
226,1,5,6,7.16,1200,6988
-67,0,,,3.66,1200,6989
235,1,3,8,4.83,1200,6990
555,0,4,9,11.66,1200,6991
104,0,3,4,4.66,1300,6992
-13,1,1,,4.58,1200,6993
15,0,2,3,4.5,1100,6994
38,0,,,2.75,1200,6995
-71,1,,,1.83,1200,6996
513,1,3,6,4.91,1200,6997
-36,0,2,3,3,1200,6998
-26,0,,,6.08,1200,6999
213,0,2,4,6.58,1200,7000
-37,1,2,7,8.5,1200,7001
90,0,2,7,6.16,1200,7002
5,0,2,4,4.08,1100,7003
-66,0,7,4,1.91,1200,7004
-56,0,4,6,5.33,1200,7005
-172,1,4,8,8.66,1100,7006
228,0,5,6,8.83,1200,7007
71,0,4,7,27.66,1300,7008
7,0,6,6,25.66,1200,7009
0,1,3,5,9.5,1200,7010
-205,0,3,6,5.58,1200,7011
-70,1,3,7,12.08,1200,7012
-3,0,5,9,7.33,1200,7013
-38,0,,,4.41,1200,7014
-140,0,5,8,10.75,1200,7015
-72,0,5,9,9.08,1200,7016
354,0,5,9,16.5,1200,7017
-105,0,2,6,5.83,1200,7018
-134,0,,,3.08,1200,7019
-91,0,3,6,5.41,1200,7020
-63,0,2,9,3.33,1200,7021
-61,0,3,8,0.91,1300,7022
-143,0,4,6,13,1300,7023
-38,0,,,2.08,1200,7024
-31,0,,,10.66,1200,7025
16,0,5,4,19.33,1200,7026
-50,0,4,5,4.66,1200,7027
263,0,,,0.83,1200,7028
206,0,5,7,22.66,1200,7029
-4,0,4,7,11.66,1200,7030
684,0,3,6,16.91,1200,7031
-19,0,,,3.91,1200,7032
-32,0,1,1,6.75,1200,7033
-16,0,3,6,8.08,1200,7034
-32,0,4,6,21.66,1200,7035
48,0,3,4,14.5,1200,7036
-28,0,5,4,20,1300,7037
44,0,3,9,2.33,1200,7038
-46,0,2,5,11,1300,7039
23,0,,,3.41,1200,7040
-15,1,3,,0.16,1200,7041
3,0,4,3,4.83,1200,7042
68,0,6,5,30.83,1100,7043
-8,0,,,28.16,1200,7044
148,1,2,4,4.08,1200,7045
222,0,4,5,7.75,1200,7046
-61,0,,,3.25,1200,7047
713,0,5,7,27,1200,7048
-34,0,2,5,5.16,1100,7049
171,0,,,12.66,1200,7050
2,0,2,7,6,1200,7051
274,1,2,5,1.75,1200,7052
11,0,,,14.41,1200,7053
107,0,3,7,11.25,1300,7054
12,0,6,1,5.33,1100,7055
46,0,4,,16.58,1200,7056
2,0,7,1,6.83,1200,7057
756,0,3,5,11.75,1100,7058
-40,1,2,3,7.08,1200,7059
-106,1,2,6,9.75,1200,7060
566,0,4,1,17.75,1200,7061
-35,0,2,7,7,1200,7062
-61,0,,,0.41,1200,7063
192,0,2,9,5.16,1200,7064
320,0,5,3,7.5,1200,7065
-119,0,4,6,8,1300,7066
-17,1,,,7.58,1200,7067
-147,0,3,6,20.33,1200,7068
-79,0,2,2,4.08,1200,7069
-12,0,3,8,1,1200,7070
70,0,3,6,6.66,1200,7071
-80,1,,,6.75,1200,7072
362,0,2,7,9.5,1200,7073
-40,0,,,3.66,1200,7074
9,0,5,7,5.33,1200,7075
-15,0,3,6,7.41,1200,7076
-70,0,2,5,6.5,1300,7077
530,0,7,3,0.83,1200,7078
1554,0,5,2,28,1100,7079
-12,0,1,6,1.91,1200,7080
207,0,7,4,8.83,1200,7081
114,1,3,9,7.91,1200,7082
-6,0,5,7,1.16,1200,7083
75,0,4,4,1.66,1100,7084
694,0,3,6,5.41,1200,7085
452,0,5,9,3.91,1300,7086
-52,0,5,1,1.66,1200,7087
-29,0,,,3,1200,7088
-91,0,5,7,19.5,1200,7089
-122,0,2,2,3.33,1300,7090
-28,0,4,4,4.66,1200,7091
-38,0,,,8.5,1200,7092
27,0,7,6,8.41,1100,7093
134,0,3,9,10.25,1200,7094
42,0,2,7,12.16,1200,7095
275,0,7,3,6.91,1100,7096
732,0,7,7,10.33,1200,7097
-56,0,,,2.91,1200,7098
-136,0,5,2,32.5,1200,7099
20,1,,,0.33,1200,7100
38,0,,,8.41,1200,7101
-69,1,4,6,23.25,1200,7102
44,1,3,7,2.75,1200,7103
-61,0,6,6,9.66,1200,7104
478,0,5,4,14.66,1200,7105
10,0,4,6,1.25,1200,7106
-164,0,6,1,5.16,1300,7107
24,0,3,7,6.83,1300,7108
213,0,7,6,21.16,1200,7109
-9,0,5,3,22.33,1300,7110
-83,0,3,4,10.58,1200,7111
320,0,4,5,0.58,1300,7112
-28,0,7,1,26.66,1200,7113
112,0,3,5,24.33,1300,7114
155,0,,,17.75,1200,7115
105,0,7,2,16,1200,7116
-2,0,4,3,3.41,1100,7117
134,0,3,7,11.83,1200,7118
-3,0,7,6,3.66,1100,7119
-66,0,,,4.91,1200,7120
51,0,,,2.33,1200,7121
983,0,7,3,16.66,1200,7122
1335,0,6,2,9.91,1200,7123
172,0,4,9,5.91,1200,7124
-20,0,1,1,1.33,1300,7125
-34,0,7,2,1.16,1200,7126
-13,0,1,3,3.25,1200,7127
257,0,2,1,7.41,1300,7128
-57,1,4,6,3.16,1200,7129
189,0,,,2.08,1200,7130
914,0,3,6,2,1200,7131
-138,0,4,6,8,1200,7132
395,0,,,11,1200,7133
33,0,2,6,3,1200,7134
-116,0,2,5,4.25,1200,7135
37,0,,,3.66,1200,7136
73,0,2,3,19.91,1200,7137
16,1,3,1,0.91,1200,7138
-38,1,4,6,24.66,1100,7139
-28,0,3,1,7.41,1200,7140
61,1,6,6,20.25,1200,7141
10,0,,,0.33,1200,7142
-32,0,4,3,7.25,1200,7143
14,0,4,4,13.91,1200,7144
835,0,4,9,17.5,1200,7145
316,0,,,11.83,1300,7146
-49,1,,,7.75,1200,7147
-19,0,,,6.5,1200,7148
-38,0,7,2,3.66,1100,7149
74,1,3,8,2.33,1200,7150
436,0,6,8,3.25,1300,7151
-33,0,4,6,1.91,1200,7152
201,0,5,5,4.25,1200,7153
248,0,4,9,5.41,1200,7154
323,0,5,6,35.5,1200,7155
22,1,,,1.08,1300,7156
478,0,3,7,19.58,1200,7157
969,0,5,6,31.41,1200,7158
125,0,7,6,7.83,1200,7159
45,0,3,9,13.33,1200,7160
132,0,,,27.58,1200,7161
-41,0,3,6,4.41,1300,7162
15,0,1,5,1,1200,7163
55,0,3,4,0.41,1300,7164
-42,0,6,6,25.16,1300,7165
125,0,,,12.33,1200,7166
11,0,,,4.41,1200,7167
15,0,3,4,13,1300,7168
422,1,4,8,17.33,1200,7169
-46,0,3,7,23.83,1200,7170
-142,0,5,5,25.58,1200,7171
1743,0,3,9,1.75,1200,7172
-68,0,7,2,26.41,1300,7173
936,0,2,1,3.41,1300,7174
365,0,,,9.75,1100,7175
-13,0,2,1,0.91,1300,7176
-70,0,,5,21.5,1200,7177
-24,0,4,3,2.58,1200,7178
9,0,,,3.16,1200,7179
4,0,,,2.16,1200,7180
94,0,,,1,1200,7181
-95,0,7,1,40.83,1200,7182
12,0,4,6,1.91,1100,7183
127,0,5,5,19.91,1200,7184
-74,0,,,23.25,1200,7185
89,0,2,6,5.66,1200,7186
560,0,5,9,30.66,1200,7187
1669,0,5,7,11.41,1200,7188
34,0,5,5,20.33,1200,7189
23,0,6,6,22.58,1100,7190
-74,1,3,9,3,1200,7191
-33,0,2,,5.91,1200,7192
-40,0,,,19.41,1200,7193
-19,0,5,5,5.16,1200,7194
-92,0,,,8.75,1200,7195
-15,0,4,1,5.16,1200,7196
-23,0,5,5,5.75,1200,7197
943,0,7,6,23.41,1200,7198
927,0,5,6,22.33,1100,7199
156,0,,,31.41,1100,7200
-3,0,3,6,1.58,1100,7201
-94,0,7,2,7.08,1300,7202
26,0,,,0.58,1200,7203
57,0,4,4,6.25,1300,7204
-28,0,4,2,7.25,1100,7205
309,0,4,7,7.58,1300,7206
126,0,2,5,1.41,1300,7207
-14,0,6,6,18.16,1200,7208
1055,0,6,6,10,1200,7209
-10,0,4,7,4.5,1300,7210
109,1,6,2,13.75,1300,7211
-86,0,4,7,9.41,1200,7212
-48,1,1,1,7.5,1200,7213
-1,0,3,8,1.75,1200,7214
2,0,,,2.5,1300,7215
-9,0,2,3,2.08,1200,7216
-75,1,,,9.5,1200,7217
77,0,3,4,16.5,1100,7218
-106,1,,,4.83,1300,7219
-62,0,,,1.16,1200,7220
252,0,3,1,5.5,1200,7221
-2,0,,,1.75,1200,7222
544,0,5,7,19.16,1200,7223
98,0,,,4.83,1200,7224
-134,1,3,9,7.58,1200,7225
41,0,3,9,9.25,1300,7226
5,0,,,4.5,1300,7227
-55,0,4,6,7.83,1200,7228
-63,0,3,9,12.58,1200,7229
450,0,3,3,19.83,1300,7230
116,0,6,7,28.08,1100,7231
-14,0,5,6,7,1200,7232
-14,0,7,6,31.66,1300,7233
93,0,3,7,3,1200,7234
37,0,5,8,6.41,1200,7235
-3,0,5,1,7.33,1200,7236
-67,0,4,1,2.75,1100,7237
23,0,,,13.33,1200,7238
900,0,,,2.41,1300,7239
196,0,3,9,13.25,1200,7240
9,0,3,,8,1200,7241
-61,0,,,4.66,1200,7242
-25,0,,,1.75,1200,7243
-4,0,2,7,6.66,1200,7244
111,0,4,1,23.08,1300,7245
-44,0,,,2.33,1200,7246
205,1,5,6,22.66,1200,7247
458,0,4,9,15.91,1200,7248
272,0,5,7,10.5,1200,7249
-3,0,2,,2.58,1100,7250
-128,0,7,9,31.41,1200,7251
1,0,,,1.91,1300,7252
-23,0,2,5,4,1200,7253
-121,0,2,3,5,1200,7254
-76,0,5,3,10.58,1200,7255
-27,0,2,1,1.16,1200,7256
85,0,7,8,30.08,1200,7257
-71,0,5,9,16.66,1200,7258
533,0,7,6,26.41,1200,7259
-103,0,6,1,18.83,1200,7260
180,1,,,7.58,1200,7261
86,1,2,1,5,1200,7262
73,0,3,6,2.33,1200,7263
109,1,4,1,2.66,1300,7264
-14,1,4,7,2.58,1200,7265
45,0,7,5,16.5,1200,7266
-114,1,3,4,7.41,1200,7267
-22,1,,,0.41,1200,7268
193,0,3,8,5.91,1200,7269
-4,0,3,5,7.16,1100,7270
218,1,7,1,29.41,1200,7271
-49,0,3,3,1.41,1300,7272
144,0,4,6,15.58,1300,7273
34,0,,,5.25,1200,7274
266,0,3,9,4.41,1200,7275
-21,0,3,7,4.58,1200,7276
108,1,7,5,15.08,1300,7277
-50,0,4,5,14.83,1200,7278
1386,1,2,9,7.41,1200,7279
-21,0,3,,1.33,1300,7280
0,0,4,3,21.83,1200,7281
-58,0,5,9,26.58,1200,7282
-29,0,,,0.33,1200,7283
-62,0,5,6,3.08,1200,7284
5,0,3,6,17.33,1200,7285
-71,1,2,7,2.41,1200,7286
100,0,3,8,8.91,1200,7287
4,0,,,7.75,1200,7288
9,0,4,6,2.66,1200,7289
288,0,4,9,27.83,1200,7290
91,0,6,7,37.5,1200,7291
-116,0,4,,11.5,1200,7292
457,0,5,5,4.25,1200,7293
847,1,6,9,7.16,1200,7294
-4,0,,,5.08,1100,7295
124,0,4,4,19.25,1300,7296
-33,0,4,5,4.16,1200,7297
524,0,6,6,12.75,1100,7298
42,1,3,1,11.16,1200,7299
-18,0,3,3,0.91,1200,7300
511,0,5,7,13.91,1200,7301
-115,0,4,7,4.75,1300,7302
-100,0,4,1,0.83,1100,7303
-14,0,3,7,6.08,1200,7304
-1,0,4,7,9.41,1300,7305
303,0,7,8,11.5,1200,7306
-22,0,3,1,4.91,1100,7307
-96,1,,,11.75,1200,7308
-133,0,4,9,12.91,1200,7309
-6,0,5,6,3.33,1200,7310
183,1,3,4,6.91,1300,7311
-159,0,6,7,5.5,1200,7312
-13,0,,,19.41,1300,7313
162,0,3,3,11.66,1200,7314
108,0,4,9,30.83,1200,7315
-163,0,6,5,24.75,1100,7316
115,0,4,8,2.5,1200,7317
26,1,,,4.66,1200,7318
0,0,,,1.5,1200,7319
328,1,,,6.16,1200,7320
756,0,,,14.08,1200,7321
65,0,,,2.83,1200,7322
-43,0,3,8,5.75,1200,7323
-30,0,1,6,8,1300,7324
-31,0,1,,4.08,1200,7325
35,0,4,6,31.58,1200,7326
-107,1,5,7,24.83,1200,7327
76,0,,,2.41,1200,7328
330,0,4,5,23.25,1200,7329
23,0,3,6,7.58,1300,7330
-76,0,4,9,13.5,1200,7331
-2,0,4,7,4.33,1200,7332
-26,0,3,9,0.41,1200,7333
30,0,5,7,2.08,1200,7334
30,0,4,7,4.5,1200,7335
78,0,4,9,3,1200,7336
326,0,3,9,7.5,1200,7337
11,0,,,3.25,1200,7338
47,0,,,10.66,1200,7339
-185,0,4,5,28.66,1300,7340
-115,0,4,6,25.75,1200,7341
-2,0,,,2.25,1200,7342
96,0,7,1,6.83,1200,7343
792,0,6,9,10.66,1200,7344
18,1,2,6,5.25,1100,7345
167,0,5,7,15.41,1200,7346
120,0,,,12.83,1200,7347
115,1,2,8,1.25,1200,7348
-18,0,5,6,7.41,1200,7349
-142,1,,,10.25,1300,7350
112,0,4,,24.75,1200,7351
545,0,,,24.08,1200,7352
-30,0,5,7,11.25,1200,7353
-33,0,,,4.75,1300,7354
-29,0,7,2,5.41,1200,7355
323,0,3,6,8.25,1200,7356
-25,0,5,6,2.41,1300,7357
146,0,3,7,14.58,1200,7358
152,0,,,24,1200,7359
-38,0,4,1,26.83,1200,7360
767,1,,,10.5,1100,7361
-6,0,4,6,21.75,1200,7362
-98,0,3,7,4.25,1200,7363
-51,0,,,14.58,1200,7364
23,0,1,1,5.16,1100,7365
58,0,6,1,21.41,1100,7366
217,0,7,6,4.16,1200,7367
67,1,2,5,9.41,1200,7368
65,0,2,8,16.41,1200,7369
82,1,2,6,5.91,1200,7370
-83,0,2,9,5.25,1200,7371
-138,0,,,22,1300,7372
1979,1,3,9,16.41,1200,7373
-80,0,6,8,18.75,1200,7374
-87,0,,,1.08,1200,7375
-3,0,4,4,3.41,1200,7376
208,0,2,,6.5,1200,7377
505,0,3,9,12.25,1200,7378
546,0,7,6,23.91,1200,7379
-84,0,,,5,1200,7380
14,0,6,7,20.16,1200,7381
439,0,7,6,4.5,1300,7382
86,0,6,6,24.08,1200,7383
-128,0,7,2,16.83,1300,7384
-37,0,,,13.08,1100,7385
134,0,4,5,0.83,1200,7386
53,0,,,1.58,1200,7387
157,0,4,4,24.66,1200,7388
97,0,,,7.41,1200,7389
-18,0,,,5.33,1200,7390
3,0,3,3,13.5,1200,7391
-119,0,3,7,20.91,1200,7392
262,1,4,9,6.58,1200,7393
-59,0,,,1.91,1200,7394
-30,0,5,6,30.58,1200,7395
653,0,4,5,16.83,1300,7396
-85,0,3,6,6.08,1200,7397
896,0,6,3,29.16,1300,7398
101,0,,,15.58,1200,7399
-3,0,,,23.58,1200,7400
540,0,7,6,9.5,1200,7401
-44,0,3,6,4.66,1200,7402
160,0,4,9,3.33,1200,7403
-130,0,4,9,3.33,1200,7404
86,0,7,6,29.83,1200,7405
66,0,7,7,27.33,1200,7406
96,0,,,18.58,1200,7407
-56,0,,,9.08,1100,7408
-31,0,2,3,4.83,1200,7409
-34,0,,,8.08,1200,7410
9,0,3,4,5,1300,7411
-43,0,3,8,10.83,1200,7412
323,0,7,6,17.25,1200,7413
-87,0,4,5,11,1200,7414
-84,0,7,1,3.5,1100,7415
-12,0,4,5,1.25,1200,7416
181,0,,,4.5,1200,7417
-2,0,4,8,10,1200,7418
-36,0,3,9,10.41,1200,7419
-37,0,3,7,5.58,1200,7420
-11,0,4,3,3.83,1300,7421
97,0,6,9,20.5,1200,7422
-21,0,2,7,9.08,1200,7423
219,1,2,9,9.83,1200,7424
-43,0,,,4.66,1200,7425
140,0,2,4,2.66,1200,7426
-115,0,,,10,1200,7427
-23,0,4,1,3.75,1300,7428
-99,0,6,4,29,1200,7429
87,0,6,6,25.83,1300,7430
606,0,5,5,25.75,1100,7431
259,0,3,7,5.08,1200,7432
95,0,4,9,6.41,1300,7433
562,0,,,24.91,1200,7434
82,0,6,9,10.16,1200,7435
-18,0,,,1.91,1100,7436
2,0,4,7,1.08,1200,7437
-32,1,,,4.58,1200,7438
-2,0,4,9,15.91,1200,7439
14,0,,,7.83,1300,7440
-37,0,5,9,9.75,1200,7441
-60,0,,,4.25,1300,7442
201,0,,,31.75,1100,7443
-99,0,2,9,6.41,1200,7444
158,1,,,11.91,1200,7445
3,0,4,9,8.75,1200,7446
-26,0,,,7.75,1200,7447
310,0,,,16.91,1200,7448
-54,0,,,17.08,1200,7449
-50,0,2,6,14,1300,7450
900,0,,,14.75,1200,7451
93,0,,,15,1200,7452
451,0,3,6,6.58,1200,7453
-50,0,3,9,14.16,1200,7454
148,1,2,5,5.83,1200,7455
-1,0,4,9,1.91,1200,7456
252,0,6,4,34.75,1300,7457
-26,0,,,8.66,1300,7458
252,0,3,7,11.08,1200,7459
73,0,5,6,6.66,1200,7460
-148,1,2,9,6.66,1200,7461
-9,0,,,0.41,1200,7462
137,0,2,6,11.5,1200,7463
7,0,7,3,2.66,1100,7464
16,0,7,1,3.41,1100,7465
66,0,5,9,21.16,1200,7466
216,0,,,12.16,1100,7467
8,0,,6,1.16,1200,7468
-38,1,,6,0.66,1200,7469
-79,0,7,1,4.33,1200,7470
132,0,7,6,10.5,1200,7471
352,0,3,4,1.41,1300,7472
205,0,5,4,27.58,1200,7473
56,0,2,2,10.75,1200,7474
495,1,5,4,2.83,1200,7475
-141,0,2,4,6.16,1200,7476
45,0,7,6,24.25,1200,7477
131,0,,,4.66,1200,7478
371,0,7,4,6.66,1200,7479
92,0,2,6,3.66,1300,7480
259,0,7,9,13.41,1200,7481
-11,1,2,4,7.5,1200,7482
-45,0,,,6.83,1300,7483
-129,1,3,2,2.58,1200,7484
-82,0,6,6,4.58,1200,7485
297,0,3,3,13.75,1200,7486
135,0,,,3.75,1200,7487
253,0,,,5.41,1200,7488
231,1,3,9,3.83,1200,7489
16,1,,,0.25,1200,7490
403,0,7,6,16.66,1200,7491
-25,0,,,4.16,1200,7492
67,1,4,6,12.16,1200,7493
-16,0,5,1,10.33,1200,7494
359,0,4,6,14.91,1200,7495
22,0,2,6,4,1200,7496
1165,0,6,4,38.75,1200,7497
1,0,2,1,7.91,1200,7498
-4,0,4,3,0.58,1200,7499
-24,0,,,9.58,1200,7500
-70,0,,,2.5,1200,7501
12,0,4,9,15.66,1200,7502
255,0,5,2,4.58,1200,7503
