,Id,donate_00,donate_01,donate_02,donate_03,donate_04,donate_05,donate_06,donate_07,donate_08,donate_09,donate_10,donate_11,frequency,recency
2961,102961,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2962,102962,1,0,1,0,0,0,0,0,0,0,0,0,2,8
2963,102963,1,1,1,1,1,1,1,1,1,1,1,1,11,0
2964,102964,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2965,102965,1,1,0,0,0,0,0,0,0,0,0,0,2,9
2966,102966,1,1,1,1,1,1,1,1,1,1,0,0,10,1
2967,102967,1,1,1,1,1,1,1,0,0,1,0,0,8,1
2968,102968,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2969,102969,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2970,102970,1,1,1,1,0,1,1,1,0,0,1,1,8,0
2971,102971,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2972,102972,1,1,1,1,1,0,0,0,0,0,0,0,5,6
2973,102973,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2974,102974,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2975,102975,1,1,1,1,1,1,1,0,0,0,0,0,7,4
2976,102976,1,1,0,1,0,0,0,0,0,0,0,0,3,7
2977,102977,1,1,0,1,0,1,1,1,1,1,1,0,9,0
2978,102978,1,1,0,0,0,0,0,0,0,0,0,0,2,9
2979,102979,1,1,0,0,1,1,1,1,0,0,0,0,6,3
2980,102980,1,1,0,0,0,0,0,0,0,0,1,0,3,0
2981,102981,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2982,102982,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2983,102983,1,1,1,1,1,0,0,1,0,0,1,0,7,0
2984,102984,1,1,1,1,0,0,1,0,0,0,0,0,5,4
2985,102985,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2986,102986,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2987,102987,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2988,102988,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2989,102989,1,0,0,1,1,0,0,0,0,0,0,0,3,6
2990,102990,1,1,0,1,0,1,1,0,0,0,0,0,5,4
2991,102991,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2992,102992,1,1,1,0,0,0,0,0,0,0,0,0,3,8
2993,102993,1,0,1,0,0,0,0,0,1,0,0,0,3,2
2994,102994,1,1,1,1,1,1,1,1,1,1,1,1,11,0
2995,102995,1,0,0,0,0,0,0,0,0,0,0,0,1,10
2996,102996,1,1,1,1,1,0,1,0,0,0,0,0,6,4
2997,102997,1,1,0,1,1,0,1,0,0,0,0,0,5,4
2998,102998,1,1,1,1,0,0,1,0,1,0,1,1,7,0
2999,102999,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3000,103000,1,0,0,0,0,0,0,0,0,1,0,0,2,1
3001,103001,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3002,103002,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3003,103003,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3004,103004,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3005,103005,1,1,1,0,0,0,0,1,1,0,0,0,5,2
3006,103006,1,0,0,1,0,0,0,0,0,0,0,0,2,7
3007,103007,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3008,103008,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3009,103009,1,0,1,0,0,0,0,0,0,0,0,0,2,8
3010,103010,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3011,103011,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3012,103012,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3013,103013,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3014,103014,1,0,1,0,0,0,0,0,0,0,0,0,2,8
3015,103015,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3016,103016,1,1,1,1,0,0,0,0,0,0,0,0,4,7
3017,103017,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3018,103018,1,1,1,1,1,1,1,0,0,0,1,0,8,0
3019,103019,1,0,1,0,0,0,0,0,0,1,0,0,3,1
3020,103020,1,1,1,1,1,1,1,1,1,0,0,0,9,2
3021,103021,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3022,103022,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3023,103023,1,1,1,1,1,0,0,1,1,1,1,0,9,0
3024,103024,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3025,103025,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3026,103026,1,0,0,0,0,1,0,0,1,0,0,0,3,2
3027,103027,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3028,103028,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3029,103029,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3030,103030,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3031,103031,1,1,0,1,1,1,1,1,1,1,1,1,10,0
3032,103032,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3033,103033,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3034,103034,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3035,103035,1,1,1,0,0,1,1,1,1,1,1,1,9,0
3036,103036,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3037,103037,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3038,103038,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3039,103039,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3040,103040,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3041,103041,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3042,103042,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3043,103043,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3044,103044,1,0,1,0,0,0,0,0,0,0,0,0,2,8
3045,103045,1,1,1,1,0,1,1,1,0,0,0,0,7,3
3046,103046,1,0,1,1,0,1,0,0,0,1,0,0,5,1
3047,103047,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3048,103048,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3049,103049,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3050,103050,1,1,0,0,0,1,1,1,1,1,0,0,7,1
3051,103051,1,1,1,0,1,0,1,0,1,1,1,1,8,0
3052,103052,1,0,0,1,0,0,1,0,0,0,0,0,3,4
3053,103053,1,0,1,0,0,0,1,0,1,0,1,0,5,0
3054,103054,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3055,103055,1,0,1,1,0,0,0,0,0,0,0,1,3,7
3056,103056,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3057,103057,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3058,103058,1,1,1,1,0,0,0,1,1,0,0,0,6,2
3059,103059,1,1,1,1,0,1,0,1,0,0,0,0,6,3
3060,103060,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3061,103061,1,1,1,1,1,1,1,0,0,0,0,0,7,4
3062,103062,1,1,0,1,0,1,0,0,0,0,0,0,4,5
3063,103063,1,0,0,1,1,0,0,0,1,0,0,0,4,2
3064,103064,1,0,0,0,0,0,1,0,0,0,0,0,2,4
3065,103065,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3066,103066,1,1,1,1,1,1,1,1,0,1,1,0,10,0
3067,103067,1,1,1,1,1,1,0,0,0,1,0,0,7,1
3068,103068,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3069,103069,1,1,1,1,1,1,0,0,0,0,0,1,6,5
3070,103070,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3071,103071,1,1,1,1,1,1,1,0,0,0,0,0,7,4
3072,103072,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3073,103073,1,1,1,0,1,0,1,1,1,0,0,0,7,2
3074,103074,1,1,0,1,1,1,1,1,1,1,1,1,10,0
3075,103075,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3076,103076,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3077,103077,1,1,1,1,1,1,1,1,1,1,0,1,10,1
3078,103078,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3079,103079,1,1,1,1,0,0,0,0,0,0,0,0,4,7
3080,103080,1,1,1,0,1,0,0,0,0,1,1,0,6,0
3081,103081,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3082,103082,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3083,103083,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3084,103084,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3085,103085,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3086,103086,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3087,103087,1,0,0,0,0,0,0,0,0,0,0,1,1,10
3088,103088,1,1,1,0,1,0,0,1,1,0,0,0,6,2
3089,103089,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3090,103090,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3091,103091,1,1,0,1,1,0,1,1,1,0,0,0,7,2
3092,103092,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3093,103093,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3094,103094,1,0,0,0,1,0,1,1,0,0,0,0,4,3
3095,103095,1,0,1,1,0,0,1,0,0,0,0,0,4,4
3096,103096,1,1,1,1,1,0,0,0,0,0,0,0,5,6
3097,103097,1,1,0,0,1,1,1,1,1,0,0,0,7,2
3098,103098,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3099,103099,1,1,1,1,1,0,1,1,0,0,0,1,7,3
3100,103100,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3101,103101,1,0,1,1,1,0,1,1,1,1,1,1,9,0
3102,103102,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3103,103103,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3104,103104,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3105,103105,1,0,0,1,0,0,1,1,0,0,0,0,4,3
3106,103106,1,1,1,1,0,1,1,1,1,1,1,1,10,0
3107,103107,1,1,1,1,0,0,0,0,0,0,0,0,4,7
3108,103108,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3109,103109,1,1,1,1,0,0,0,0,0,0,0,0,4,7
3110,103110,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3111,103111,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3112,103112,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3113,103113,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3114,103114,1,0,0,1,1,1,1,0,0,0,0,0,5,4
3115,103115,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3116,103116,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3117,103117,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3118,103118,1,0,1,0,0,0,0,0,0,0,0,0,2,8
3119,103119,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3120,103120,1,1,0,0,1,0,0,0,0,0,0,0,3,6
3121,103121,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3122,103122,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3123,103123,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3124,103124,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3125,103125,1,0,0,0,0,1,1,1,1,0,0,0,5,2
3126,103126,1,1,1,1,0,0,0,0,0,0,0,0,4,7
3127,103127,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3128,103128,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3129,103129,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3130,103130,1,1,0,1,0,0,0,0,0,0,1,1,4,0
3131,103131,1,0,1,0,0,0,0,0,0,0,0,0,2,8
3132,103132,1,0,0,0,0,0,0,0,1,0,0,0,2,2
3133,103133,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3134,103134,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3135,103135,1,1,0,0,0,0,0,0,0,1,0,0,3,1
3136,103136,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3137,103137,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3138,103138,1,0,1,0,1,0,0,0,0,0,0,0,3,6
3139,103139,1,1,1,1,0,0,0,0,0,0,0,0,4,7
3140,103140,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3141,103141,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3142,103142,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3143,103143,1,1,0,1,1,0,0,0,0,1,1,0,6,0
3144,103144,1,1,1,1,1,0,1,0,1,0,1,1,8,0
3145,103145,1,1,1,1,0,0,1,0,0,0,0,0,5,4
3146,103146,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3147,103147,1,0,1,0,0,0,0,0,0,0,0,0,2,8
3148,103148,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3149,103149,1,0,0,1,0,0,0,0,0,0,0,0,2,7
3150,103150,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3151,103151,1,0,0,0,0,0,0,1,1,1,1,0,5,0
3152,103152,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3153,103153,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3154,103154,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3155,103155,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3156,103156,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3157,103157,1,1,1,1,1,1,1,1,0,0,0,0,8,3
3158,103158,1,1,1,1,0,1,1,1,1,1,1,1,10,0
3159,103159,1,0,1,0,0,0,0,0,0,0,0,0,2,8
3160,103160,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3161,103161,1,0,1,0,0,0,0,0,0,0,0,0,2,8
3162,103162,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3163,103163,1,1,0,1,1,0,0,0,0,0,0,0,4,6
3164,103164,1,1,0,1,1,1,1,1,1,1,1,1,10,0
3165,103165,1,1,1,1,1,1,1,0,0,1,0,1,8,1
3166,103166,1,0,0,1,0,0,0,0,0,0,0,0,2,7
3167,103167,1,1,1,0,1,1,0,1,1,1,1,0,9,0
3168,103168,1,0,0,0,0,0,0,0,1,0,0,0,2,2
3169,103169,1,0,0,0,0,1,0,0,0,0,0,0,2,5
3170,103170,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3171,103171,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3172,103172,1,1,0,1,0,0,0,0,0,0,0,0,3,7
3173,103173,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3174,103174,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3175,103175,1,1,1,1,1,1,0,1,1,1,1,1,10,0
3176,103176,1,0,0,0,0,0,0,1,1,1,0,0,4,1
3177,103177,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3178,103178,1,0,0,0,0,1,0,0,0,1,0,0,3,1
3179,103179,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3180,103180,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3181,103181,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3182,103182,1,0,0,1,1,0,0,1,1,0,1,1,6,0
3183,103183,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3184,103184,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3185,103185,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3186,103186,1,1,1,1,1,0,0,0,0,0,0,0,5,6
3187,103187,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3188,103188,1,1,1,1,1,0,0,0,0,0,0,0,5,6
3189,103189,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3190,103190,1,1,1,1,1,1,1,1,0,0,0,0,8,3
3191,103191,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3192,103192,1,1,1,1,0,0,0,0,0,0,0,0,4,7
3193,103193,1,0,0,0,1,1,1,1,0,0,0,0,5,3
3194,103194,1,0,1,1,1,1,1,1,1,1,1,0,10,0
3195,103195,1,1,1,1,1,1,1,1,1,0,0,1,9,2
3196,103196,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3197,103197,1,0,1,0,0,0,0,0,0,0,0,0,2,8
3198,103198,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3199,103199,1,0,0,1,1,1,1,1,1,1,0,0,8,1
3200,103200,1,0,0,0,0,0,1,0,0,0,0,0,2,4
3201,103201,1,0,1,1,1,1,0,0,0,0,1,0,6,0
3202,103202,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3203,103203,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3204,103204,1,1,1,1,1,0,0,0,0,0,0,0,5,6
3205,103205,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3206,103206,1,1,1,1,0,0,0,0,0,1,0,0,5,1
3207,103207,1,1,1,1,1,1,1,1,1,1,1,0,11,0
3208,103208,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3209,103209,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3210,103210,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3211,103211,1,1,1,0,1,1,1,0,1,1,1,1,9,0
3212,103212,1,1,1,1,0,1,1,1,1,1,1,1,10,0
3213,103213,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3214,103214,1,1,1,0,0,0,1,0,0,0,0,0,4,4
3215,103215,1,1,0,1,0,1,0,0,0,0,0,0,4,5
3216,103216,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3217,103217,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3218,103218,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3219,103219,1,1,1,1,1,1,1,1,1,0,1,1,10,0
3220,103220,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3221,103221,1,1,1,1,1,1,1,1,1,1,0,0,10,1
3222,103222,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3223,103223,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3224,103224,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3225,103225,1,0,1,1,0,0,0,0,0,0,0,0,3,7
3226,103226,1,1,0,1,1,0,1,0,0,0,1,0,6,0
3227,103227,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3228,103228,1,1,0,0,0,0,1,0,0,1,0,1,4,1
3229,103229,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3230,103230,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3231,103231,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3232,103232,1,0,0,0,0,0,0,0,1,1,0,0,3,1
3233,103233,1,1,0,1,1,1,1,1,1,1,1,1,10,0
3234,103234,1,1,1,1,1,0,0,0,0,0,0,0,5,6
3235,103235,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3236,103236,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3237,103237,1,1,0,1,0,0,0,0,0,0,0,0,3,7
3238,103238,1,1,1,0,0,0,0,0,1,1,0,0,5,1
3239,103239,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3240,103240,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3241,103241,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3242,103242,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3243,103243,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3244,103244,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3245,103245,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3246,103246,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3247,103247,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3248,103248,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3249,103249,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3250,103250,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3251,103251,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3252,103252,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3253,103253,1,0,1,1,1,1,1,1,1,1,1,1,10,0
3254,103254,1,1,1,0,0,1,1,1,1,1,1,1,9,0
3255,103255,1,1,0,1,1,1,1,1,1,1,1,1,10,0
3256,103256,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3257,103257,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3258,103258,1,0,0,1,1,1,1,1,1,1,1,1,9,0
3259,103259,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3260,103260,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3261,103261,1,0,0,1,1,0,0,0,0,0,0,0,3,6
3262,103262,1,1,0,1,1,0,0,0,0,0,0,0,4,6
3263,103263,1,1,0,0,0,1,1,1,1,1,0,0,7,1
3264,103264,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3265,103265,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3266,103266,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3267,103267,1,1,0,0,0,0,0,1,0,0,0,0,3,3
3268,103268,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3269,103269,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3270,103270,1,1,1,1,1,0,1,1,1,1,0,0,9,1
3271,103271,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3272,103272,1,1,1,0,0,0,0,1,1,1,1,1,7,0
3273,103273,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3274,103274,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3275,103275,1,1,1,0,1,0,0,0,0,0,0,0,4,6
3276,103276,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3277,103277,1,1,1,1,0,1,0,0,0,0,0,0,5,5
3278,103278,1,1,1,1,0,1,0,0,0,1,1,0,7,0
3279,103279,1,1,0,0,1,0,1,0,1,1,1,1,7,0
3280,103280,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3281,103281,1,1,1,0,0,1,0,1,0,0,0,0,5,3
3282,103282,1,0,0,0,1,0,1,1,1,1,1,1,7,0
3283,103283,1,1,1,1,1,1,1,1,1,0,0,0,9,2
3284,103284,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3285,103285,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3286,103286,1,0,1,0,1,1,0,0,0,0,0,0,4,5
3287,103287,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3288,103288,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3289,103289,1,1,1,1,1,0,0,0,0,0,0,0,5,6
3290,103290,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3291,103291,1,1,1,1,1,0,0,0,1,0,1,0,7,0
3292,103292,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3293,103293,1,1,1,1,0,1,0,1,1,1,1,1,9,0
3294,103294,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3295,103295,1,1,1,1,0,0,0,1,1,0,0,0,6,2
3296,103296,1,0,1,1,1,0,0,0,0,0,0,0,4,6
3297,103297,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3298,103298,1,1,1,1,1,0,1,0,1,1,1,1,9,0
3299,103299,1,0,1,1,1,1,1,1,0,0,1,1,8,0
3300,103300,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3301,103301,1,1,1,1,1,1,1,1,0,1,1,1,10,0
3302,103302,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3303,103303,1,1,1,1,1,1,1,0,1,1,1,1,10,0
3304,103304,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3305,103305,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3306,103306,1,1,1,1,1,0,0,1,0,1,0,0,7,1
3307,103307,1,1,0,1,0,1,0,0,0,0,0,0,4,5
3308,103308,1,1,0,1,1,1,1,1,1,1,0,0,9,1
3309,103309,1,0,0,0,1,1,0,0,1,1,0,0,5,1
3310,103310,1,0,1,1,1,1,1,1,1,1,1,1,10,0
3311,103311,1,1,1,1,1,1,1,0,1,1,0,0,9,1
3312,103312,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3313,103313,1,1,1,0,0,0,0,0,0,0,1,0,4,0
3314,103314,1,1,1,1,1,0,0,0,0,0,0,0,5,6
3315,103315,1,1,1,1,1,1,1,1,1,1,1,0,11,0
3316,103316,1,0,1,1,0,0,0,0,0,0,0,0,3,7
3317,103317,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3318,103318,1,1,0,0,0,0,0,0,0,0,0,0,2,9
3319,103319,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3320,103320,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3321,103321,1,1,0,1,0,1,0,1,1,0,1,0,7,0
3322,103322,1,1,1,1,1,1,1,1,0,0,0,0,8,3
3323,103323,1,0,0,0,0,0,1,1,1,0,1,0,5,0
3324,103324,1,1,1,0,0,1,1,1,1,0,0,0,7,2
3325,103325,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3326,103326,1,0,0,0,0,0,0,1,0,0,1,1,3,0
3327,103327,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3328,103328,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3329,103329,1,1,1,0,0,1,1,0,0,0,0,0,5,4
3330,103330,1,1,1,0,0,0,0,0,0,1,0,0,4,1
3331,103331,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3332,103332,1,1,1,1,0,0,0,0,0,0,0,0,4,7
3333,103333,1,1,1,0,0,0,0,0,1,0,0,0,4,2
3334,103334,1,0,0,1,1,0,0,1,1,0,1,0,6,0
3335,103335,1,1,0,0,0,0,0,1,1,0,0,1,4,2
3336,103336,1,1,1,0,1,0,1,1,0,1,0,0,7,1
3337,103337,1,1,0,0,0,0,0,0,0,0,1,0,3,0
3338,103338,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3339,103339,1,0,0,1,0,1,0,0,0,0,0,0,3,5
3340,103340,1,0,1,0,1,1,1,1,1,1,1,0,9,0
3341,103341,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3342,103342,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3343,103343,1,0,0,0,0,1,0,1,1,0,0,1,4,2
3344,103344,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3345,103345,1,0,0,0,1,1,0,1,1,1,1,1,7,0
3346,103346,1,1,0,1,0,1,0,0,0,0,0,0,4,5
3347,103347,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3348,103348,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3349,103349,1,1,1,1,1,1,1,1,1,0,1,0,10,0
3350,103350,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3351,103351,1,1,0,0,0,1,0,0,0,0,0,0,3,5
3352,103352,1,1,1,1,1,0,0,0,0,0,1,1,6,0
3353,103353,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3354,103354,1,1,1,0,0,0,0,0,0,0,0,0,3,8
3355,103355,1,0,1,0,1,0,0,0,0,0,0,0,3,6
3356,103356,1,1,1,1,1,0,0,0,0,0,0,0,5,6
3357,103357,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3358,103358,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3359,103359,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3360,103360,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3361,103361,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3362,103362,1,0,0,0,0,0,0,1,1,1,1,0,5,0
3363,103363,1,1,1,0,1,0,1,0,0,0,0,0,5,4
3364,103364,1,0,1,1,0,0,1,0,0,1,0,0,5,1
3365,103365,1,1,1,1,1,1,1,1,1,1,1,1,11,0
3366,103366,1,0,0,0,0,0,0,0,0,0,0,0,1,10
3367,103367,1,0,0,0,0,0,0,0,0,0,0,1,1,10
3368,103368,1,1,1,1,1,1,1,0,1,0,0,0,8,2
3369,103369,1,0,0,0,0,0,0,0,0,0,0,0,1,10
