"","Profit99","Online99","Age99","Inc99","Tenure99","District99","ID","CumProfit","CumProfitPercent","PercentCust"
"9309",410,0,5,7,22.08,1200,9309,2496774,"71%","10.5%"
"11462",410,0,4,6,19.41,1200,11462,2497184,"71%","10.5%"
"14188",410,0,7,4,7.41,1100,14188,2497594,"71%","10.5%"
"15722",410,1,NA,NA,5.25,1200,15722,2498004,"71%","10.5%"
"18599",410,0,3,7,6,1200,18599,2498414,"71%","10.5%"
"23499",410,0,4,5,3.83,1200,23499,2498824,"71%","10.5%"
"24833",410,0,5,7,11.75,1200,24833,2499234,"71%","10.5%"
"1380",409,0,NA,NA,17.08,1200,1380,2499643,"71%","10.5%"
"9293",409,1,5,8,20.91,1200,9293,2500052,"71%","10.5%"
"11256",409,0,4,7,11.5,1200,11256,2500461,"71%","10.5%"
"11829",409,0,7,8,5.16,1200,11829,2500870,"71%","10.5%"
"13037",409,0,4,7,19.5,1200,13037,2501279,"71%","10.6%"
"20301",409,0,7,6,34.33,1200,20301,2501688,"71%","10.6%"
"20498",409,0,3,9,14.41,1200,20498,2502097,"71%","10.6%"
"23876",409,0,3,6,10.33,1100,23876,2502506,"71%","10.6%"
"29493",409,0,5,7,19.16,1200,29493,2502915,"71%","10.6%"
"31165",409,0,NA,NA,2.25,1200,31165,2503324,"71%","10.6%"
"2570",408,0,NA,NA,6.16,1200,2570,2503732,"71%","10.6%"
"9445",408,0,5,5,19.25,1200,9445,2504140,"71%","10.6%"
"12031",408,0,5,5,26.25,1200,12031,2504548,"71%","10.6%"
"12246",408,0,5,5,21.16,1200,12246,2504956,"71%","10.6%"
"13953",408,0,3,6,10,1200,13953,2505364,"71%","10.6%"
"18790",408,0,NA,NA,32.41,1200,18790,2505772,"71%","10.6%"
"19816",408,0,4,6,22.08,1300,19816,2506180,"71%","10.6%"
"29139",408,1,4,6,13.33,1200,29139,2506588,"71%","10.6%"
"2378",407,0,3,3,6.91,1200,2378,2506995,"71%","10.6%"
"12993",407,0,4,9,10.16,1200,12993,2507402,"71%","10.6%"
"16912",407,0,NA,NA,11.33,1200,16912,2507809,"71%","10.6%"
"19951",407,0,NA,NA,12.66,1200,19951,2508216,"71%","10.6%"
"22864",407,0,NA,NA,28.83,1100,22864,2508623,"71%","10.6%"
"23472",407,1,4,9,11.66,1200,23472,2509030,"71%","10.6%"
"24265",407,0,7,1,23.41,1200,24265,2509437,"71%","10.6%"
"26687",407,0,7,2,28.41,1100,26687,2509844,"71%","10.6%"
"27495",407,0,NA,NA,10.58,1300,27495,2510251,"71%","10.6%"
"29399",407,0,4,6,20.5,1200,29399,2510658,"71%","10.6%"
"1026",406,0,NA,NA,4,1300,1026,2511064,"71%","10.6%"
"1130",406,0,5,6,21.41,1200,1130,2511470,"71%","10.6%"
"2937",406,0,2,7,13.66,1200,2937,2511876,"71%","10.6%"
"10288",406,1,NA,NA,20,1200,10288,2512282,"71%","10.6%"
"11473",406,1,3,8,14.25,1200,11473,2512688,"71%","10.6%"
"11609",406,0,4,9,8.83,1200,11609,2513094,"71%","10.6%"
"18187",406,0,3,6,18.66,1200,18187,2513500,"71%","10.7%"
"25470",406,1,3,9,6.33,1200,25470,2513906,"71%","10.7%"
"27631",406,0,3,8,6.75,1200,27631,2514312,"71%","10.7%"
"2156",405,0,3,3,13.16,1300,2156,2514717,"71%","10.7%"
"4487",405,0,5,9,6.75,1200,4487,2515122,"71%","10.7%"
"6045",405,1,3,9,6.58,1200,6045,2515527,"71%","10.7%"
"7840",405,0,4,9,12.83,1300,7840,2515932,"71%","10.7%"
"7980",405,0,2,3,1.5,1200,7980,2516337,"71%","10.7%"
"18612",405,0,NA,NA,29.33,1300,18612,2516742,"71%","10.7%"
"18946",405,0,5,9,8.66,1200,18946,2517147,"71%","10.7%"
"21946",405,1,3,9,12,1200,21946,2517552,"71%","10.7%"
"30529",405,0,5,NA,9.58,1200,30529,2517957,"71%","10.7%"
"30958",405,1,NA,NA,1.66,1200,30958,2518362,"71%","10.7%"
"209",404,0,4,6,3.5,1200,209,2518766,"71%","10.7%"
"387",404,1,2,9,5.91,1200,387,2519170,"71%","10.7%"
"10870",404,0,3,7,7.33,1200,10870,2519574,"71%","10.7%"
"13479",404,0,3,7,25.5,1200,13479,2519978,"71%","10.7%"
"14394",404,0,NA,NA,7.41,1200,14394,2520382,"71%","10.7%"
"16576",404,0,3,6,0.25,1200,16576,2520786,"71%","10.7%"
"19160",404,0,NA,NA,5.41,1200,19160,2521190,"71%","10.7%"
"1575",403,0,4,5,20.25,1200,1575,2521593,"71%","10.7%"
"2768",403,0,4,6,10.16,1200,2768,2521996,"71%","10.7%"
"3029",403,0,5,4,23.16,1200,3029,2522399,"72%","10.7%"
"4439",403,0,4,6,2,1200,4439,2522802,"72%","10.7%"
"4818",403,0,NA,NA,18.08,1200,4818,2523205,"72%","10.7%"
"7491",403,0,7,6,16.66,1200,7491,2523608,"72%","10.7%"
"8195",403,0,7,5,11,1200,8195,2524011,"72%","10.7%"
"9910",403,1,4,6,13.91,1200,9910,2524414,"72%","10.7%"
"10472",403,0,7,7,13.58,1200,10472,2524817,"72%","10.7%"
"10504",403,0,3,3,4.16,1200,10504,2525220,"72%","10.7%"
"11471",403,0,7,8,30.08,1200,11471,2525623,"72%","10.7%"
"11486",403,0,2,9,15.75,1200,11486,2526026,"72%","10.7%"
"23319",403,0,NA,NA,10.58,1200,23319,2526429,"72%","10.7%"
"24645",403,0,4,5,11,1200,24645,2526832,"72%","10.7%"
"25540",403,0,2,2,8.5,1200,25540,2527235,"72%","10.7%"
"28713",403,0,4,2,16,1100,28713,2527638,"72%","10.7%"
"28985",403,0,NA,NA,15.66,1200,28985,2528041,"72%","10.8%"
"29640",403,0,3,8,3.83,1200,29640,2528444,"72%","10.8%"
"181",402,0,3,6,0.75,1200,181,2528846,"72%","10.8%"
"3634",402,0,NA,NA,0.75,1200,3634,2529248,"72%","10.8%"
"6872",402,1,NA,NA,29.75,1200,6872,2529650,"72%","10.8%"
"10489",402,0,6,4,4.41,1100,10489,2530052,"72%","10.8%"
"12711",402,0,2,6,5.25,1200,12711,2530454,"72%","10.8%"
"20816",402,1,3,7,9.91,1200,20816,2530856,"72%","10.8%"
"28466",402,0,NA,NA,24.41,1200,28466,2531258,"72%","10.8%"
"231",401,0,NA,NA,4.66,1200,231,2531659,"72%","10.8%"
"12105",401,0,4,9,4,1200,12105,2532060,"72%","10.8%"
"12691",401,0,4,6,10.5,1200,12691,2532461,"72%","10.8%"
"14774",401,0,7,6,41.16,1200,14774,2532862,"72%","10.8%"
"14827",401,0,3,6,14.41,1100,14827,2533263,"72%","10.8%"
"15133",401,1,5,4,29.5,1200,15133,2533664,"72%","10.8%"
"16711",401,0,7,4,9.58,1100,16711,2534065,"72%","10.8%"
"17385",401,0,2,9,2.75,1200,17385,2534466,"72%","10.8%"
"17460",401,0,4,9,2.58,1200,17460,2534867,"72%","10.8%"
"18071",401,0,7,2,40,1300,18071,2535268,"72%","10.8%"
"19784",401,0,6,3,29.25,1200,19784,2535669,"72%","10.8%"
"25288",401,0,5,7,7.41,1200,25288,2536070,"72%","10.8%"
"25930",401,0,7,6,15.75,1200,25930,2536471,"72%","10.8%"
"31366",401,1,7,6,1.41,1200,31366,2536872,"72%","10.8%"
"237",400,0,7,7,9,1300,237,2537272,"72%","10.8%"
"1514",400,0,6,1,2.75,1200,1514,2537672,"72%","10.8%"
"3124",400,0,3,6,15.5,1200,3124,2538072,"72%","10.8%"
"3494",400,0,NA,NA,10.16,1200,3494,2538472,"72%","10.8%"
"4822",400,0,5,3,21.25,1100,4822,2538872,"72%","10.8%"
"8026",400,0,7,1,21.08,1100,8026,2539272,"72%","10.8%"
"12989",400,0,3,3,16.83,1300,12989,2539672,"72%","10.8%"
"13840",400,0,3,6,7,1200,13840,2540072,"72%","10.8%"
"13959",400,1,2,9,5.58,1200,13959,2540472,"72%","10.8%"
"14724",400,0,2,6,4.41,1200,14724,2540872,"72%","10.8%"
"23451",400,1,5,7,13,1200,23451,2541272,"72%","10.8%"
"25275",400,0,NA,NA,11.66,1200,25275,2541672,"72%","10.8%"
"27352",400,0,2,NA,5,1200,27352,2542072,"72%","10.9%"
"29167",400,0,5,6,9.83,1200,29167,2542472,"72%","10.9%"
"31548",400,0,NA,NA,24.08,1200,31548,2542872,"72%","10.9%"
"2589",399,0,5,8,10.91,1200,2589,2543271,"72%","10.9%"
"5918",399,0,3,7,9.58,1300,5918,2543670,"72%","10.9%"
"6147",399,0,3,4,16.08,1200,6147,2544069,"72%","10.9%"
"10114",399,0,NA,NA,22.08,1200,10114,2544468,"72%","10.9%"
"17147",399,0,3,5,9.08,1200,17147,2544867,"72%","10.9%"
"18506",399,0,6,9,28,1200,18506,2545266,"72%","10.9%"
"23263",399,0,4,9,13,1200,23263,2545665,"72%","10.9%"
"26425",399,0,4,1,8.41,1100,26425,2546064,"72%","10.9%"
"26757",399,0,2,6,10.5,1200,26757,2546463,"72%","10.9%"
"29368",399,1,4,7,4.83,1200,29368,2546862,"72%","10.9%"
"29813",399,0,2,9,13.25,1200,29813,2547261,"72%","10.9%"
"29833",399,0,4,5,5.33,1300,29833,2547660,"72%","10.9%"
"30531",399,0,4,7,4,1200,30531,2548059,"72%","10.9%"
"30547",399,0,6,7,13.41,1200,30547,2548458,"72%","10.9%"
"2821",398,0,3,8,17.5,1300,2821,2548856,"72%","10.9%"
"3723",398,0,4,3,3.16,1200,3723,2549254,"72%","10.9%"
"6617",398,1,4,9,23.5,1200,6617,2549652,"72%","10.9%"
"8889",398,0,5,8,1.33,1200,8889,2550050,"72%","10.9%"
"11043",398,0,6,8,34.25,1300,11043,2550448,"72%","10.9%"
"11155",398,0,NA,NA,7.75,1100,11155,2550846,"72%","10.9%"
"12137",398,0,3,7,5.58,1300,12137,2551244,"72%","10.9%"
"18556",398,0,NA,NA,11.75,1200,18556,2551642,"72%","10.9%"
"19828",398,0,4,4,24.25,1200,19828,2552040,"72%","10.9%"
"23767",398,0,3,4,1.25,1300,23767,2552438,"72%","10.9%"
"27129",398,1,7,6,14.5,1200,27129,2552836,"72%","11.0%"
"3067",397,0,3,2,5.5,1200,3067,2553233,"72%","11.0%"
"9142",397,1,5,3,14.91,1200,9142,2553630,"72%","11.0%"
"11091",397,0,6,4,14.58,1200,11091,2554027,"72%","11.0%"
"16856",397,0,5,9,2.58,1300,16856,2554424,"72%","11.0%"
"16967",397,1,2,3,11.16,1200,16967,2554821,"72%","11.0%"
"18482",397,0,NA,NA,30.58,1200,18482,2555218,"72%","11.0%"
"19435",397,0,4,9,4.91,1200,19435,2555615,"72%","11.0%"
"21894",397,0,4,8,18.33,1200,21894,2556012,"72%","11.0%"
"23429",397,0,NA,NA,3.5,1300,23429,2556409,"72%","11.0%"
"24432",397,1,2,6,4.91,1200,24432,2556806,"72%","11.0%"
"25483",397,0,4,9,15.16,1200,25483,2557203,"72%","11.0%"
"125",396,0,6,7,41.16,1200,125,2557599,"73%","11.0%"
"4159",396,0,4,9,11.75,1200,4159,2557995,"73%","11.0%"
"4279",396,0,5,6,13.08,1100,4279,2558391,"73%","11.0%"
"4927",396,1,2,3,4.41,1200,4927,2558787,"73%","11.0%"
"6104",396,0,7,4,9.91,1200,6104,2559183,"73%","11.0%"
"27206",396,0,2,1,2.08,1300,27206,2559579,"73%","11.0%"
"27640",396,0,1,1,1.91,1200,27640,2559975,"73%","11.0%"
"28443",396,0,3,3,3.25,1200,28443,2560371,"73%","11.0%"
"29479",396,0,4,6,8.91,1200,29479,2560767,"73%","11.0%"
"11",395,0,6,3,13.5,1200,11,2561162,"73%","11.0%"
"1924",395,0,3,9,5.5,1200,1924,2561557,"73%","11.0%"
"4315",395,0,2,9,10.33,1200,4315,2561952,"73%","11.0%"
"7133",395,0,NA,NA,11,1200,7133,2562347,"73%","11.0%"
"8196",395,0,6,1,30.83,1100,8196,2562742,"73%","11.0%"
"10854",395,0,3,9,6.41,1200,10854,2563137,"73%","11.0%"
"11592",395,0,6,4,8.91,1200,11592,2563532,"73%","11.0%"
"16377",395,0,7,6,28,1200,16377,2563927,"73%","11.0%"
"21313",395,0,7,1,25.25,1200,21313,2564322,"73%","11.0%"
"25466",395,0,2,6,1.91,1200,25466,2564717,"73%","11.0%"
"9547",394,1,2,7,14.75,1200,9547,2565111,"73%","11.0%"
"11431",394,0,4,9,4.5,1200,11431,2565505,"73%","11.0%"
"14900",394,0,3,7,4.41,1200,14900,2565899,"73%","11.0%"
"18226",394,0,3,5,5.58,1300,18226,2566293,"73%","11.0%"
"24504",394,0,5,6,0.91,1200,24504,2566687,"73%","11.1%"
"27785",394,0,3,9,8.66,1200,27785,2567081,"73%","11.1%"
"28227",394,0,4,5,6.83,1100,28227,2567475,"73%","11.1%"
"28669",394,0,NA,NA,7.75,1300,28669,2567869,"73%","11.1%"
"5111",393,0,2,3,6.25,1200,5111,2568262,"73%","11.1%"
"7605",393,0,4,9,7.91,1200,7605,2568655,"73%","11.1%"
"15678",393,0,NA,NA,3.75,1200,15678,2569048,"73%","11.1%"
"19834",393,0,3,6,17.5,1200,19834,2569441,"73%","11.1%"
"22040",393,1,NA,NA,1.33,1200,22040,2569834,"73%","11.1%"
"24819",393,0,NA,NA,26.5,1200,24819,2570227,"73%","11.1%"
"25125",393,0,7,1,25,1100,25125,2570620,"73%","11.1%"
"30633",393,0,4,7,16,1200,30633,2571013,"73%","11.1%"
"431",392,0,4,8,7.41,1200,431,2571405,"73%","11.1%"
"1321",392,0,4,5,25.5,1100,1321,2571797,"73%","11.1%"
"2364",392,0,3,5,2.83,1300,2364,2572189,"73%","11.1%"
"8636",392,0,2,4,3.66,1300,8636,2572581,"73%","11.1%"
"10300",392,0,3,6,15.33,1200,10300,2572973,"73%","11.1%"
"20667",392,0,3,9,9.91,1300,20667,2573365,"73%","11.1%"
"27419",392,0,3,9,0.41,1200,27419,2573757,"73%","11.1%"
"28995",392,0,4,5,17.66,1300,28995,2574149,"73%","11.1%"
"29868",392,0,6,4,24.83,1200,29868,2574541,"73%","11.1%"
"30910",392,0,3,7,19.16,1200,30910,2574933,"73%","11.1%"
"6686",391,0,4,3,16.75,1200,6686,2575324,"73%","11.1%"
"8892",391,0,2,7,5.91,1200,8892,2575715,"73%","11.1%"
"9672",391,1,3,8,4.91,1200,9672,2576106,"73%","11.1%"
"12668",391,0,2,6,8,1200,12668,2576497,"73%","11.1%"
"13085",391,0,3,8,26.75,1200,13085,2576888,"73%","11.1%"
"13641",391,0,5,6,5.33,1300,13641,2577279,"73%","11.1%"
"18544",391,0,4,7,2.08,1200,18544,2577670,"73%","11.1%"
"24357",391,0,NA,NA,17.41,1200,24357,2578061,"73%","11.2%"
"30660",391,0,2,7,6.83,1200,30660,2578452,"73%","11.2%"
"31331",391,0,4,7,20.08,1200,31331,2578843,"73%","11.2%"
"867",390,1,2,3,8.75,1200,867,2579233,"73%","11.2%"
"5464",390,0,3,5,11,1200,5464,2579623,"73%","11.2%"
"13679",390,0,7,5,11,1200,13679,2580013,"73%","11.2%"
"15333",390,0,3,6,7.16,1200,15333,2580403,"73%","11.2%"
"16763",390,0,5,3,29.16,1200,16763,2580793,"73%","11.2%"
"19543",390,0,5,9,14.5,1200,19543,2581183,"73%","11.2%"
"20866",390,0,6,5,19.16,1200,20866,2581573,"73%","11.2%"
"22968",390,0,4,8,19.75,1200,22968,2581963,"73%","11.2%"
"24023",390,0,4,6,11.25,1200,24023,2582353,"73%","11.2%"
"25697",390,1,4,4,10.25,1200,25697,2582743,"73%","11.2%"
"26566",390,0,3,9,9.83,1200,26566,2583133,"73%","11.2%"
"27851",390,0,4,7,18.33,1200,27851,2583523,"73%","11.2%"
"28733",390,0,3,6,14.75,1200,28733,2583913,"73%","11.2%"
"29476",390,0,4,5,25.08,1100,29476,2584303,"73%","11.2%"
"30098",390,0,3,6,16.5,1200,30098,2584693,"73%","11.2%"
"1494",389,0,1,1,18.5,1300,1494,2585082,"73%","11.2%"
"3938",389,0,NA,NA,1.5,1200,3938,2585471,"73%","11.2%"
"10892",389,0,6,7,23.66,1200,10892,2585860,"73%","11.2%"
"13193",389,0,2,6,3,1200,13193,2586249,"73%","11.2%"
"14078",389,0,NA,NA,10.75,1200,14078,2586638,"73%","11.2%"
"16042",389,0,5,8,8.83,1200,16042,2587027,"73%","11.2%"
"17133",389,0,3,1,0.5,1200,17133,2587416,"73%","11.2%"
"18351",389,1,3,4,7,1200,18351,2587805,"73%","11.2%"
"18754",389,0,NA,NA,11.75,1200,18754,2588194,"73%","11.3%"
"24000",389,0,7,6,27.33,1200,24000,2588583,"73%","11.3%"
"24168",389,0,2,8,9.58,1200,24168,2588972,"73%","11.3%"
"4347",388,0,5,8,7.16,1200,4347,2589360,"73%","11.3%"
"7852",388,0,4,6,12.66,1200,7852,2589748,"73%","11.3%"
"12263",388,0,4,5,13.58,1200,12263,2590136,"73%","11.3%"
"13183",388,1,4,8,15.16,1200,13183,2590524,"73%","11.3%"
"13910",388,0,6,9,8.08,1200,13910,2590912,"73%","11.3%"
"15487",388,0,5,8,5.5,1200,15487,2591300,"73%","11.3%"
"18995",388,0,4,5,24,1300,18995,2591688,"73%","11.3%"
"22721",388,0,5,9,16.33,1200,22721,2592076,"73%","11.3%"
"25775",388,0,3,7,11.75,1200,25775,2592464,"73%","11.3%"
"30000",388,0,NA,NA,11.41,1200,30000,2592852,"74%","11.3%"
"30225",388,0,NA,NA,4.75,1200,30225,2593240,"74%","11.3%"
"9002",387,0,NA,NA,15.5,1200,9002,2593627,"74%","11.3%"
"10449",387,0,4,7,1.91,1200,10449,2594014,"74%","11.3%"
"16430",387,1,3,9,1.33,1200,16430,2594401,"74%","11.3%"
"17772",387,0,3,7,1.16,1200,17772,2594788,"74%","11.3%"
"18769",387,0,NA,NA,3.91,1200,18769,2595175,"74%","11.3%"
"22626",387,0,NA,NA,33.5,1300,22626,2595562,"74%","11.3%"
"26841",387,0,NA,NA,5.66,1200,26841,2595949,"74%","11.3%"
"28049",387,0,5,NA,5.41,1200,28049,2596336,"74%","11.3%"
"2164",386,1,3,7,8.58,1200,2164,2596722,"74%","11.3%"
"11344",386,0,4,7,0.91,1300,11344,2597108,"74%","11.3%"
"13809",386,0,4,6,16.66,1200,13809,2597494,"74%","11.3%"
"14158",386,0,NA,NA,14.25,1200,14158,2597880,"74%","11.3%"
"15406",386,1,3,5,13.25,1200,15406,2598266,"74%","11.3%"
"15524",386,0,4,6,14.83,1200,15524,2598652,"74%","11.3%"
"16541",386,0,4,6,4.58,1200,16541,2599038,"74%","11.3%"
"18272",386,0,6,3,4.58,1200,18272,2599424,"74%","11.4%"
"22026",386,0,7,6,3.08,1200,22026,2599810,"74%","11.4%"
"22438",386,0,NA,NA,19.16,1200,22438,2600196,"74%","11.4%"
"24019",386,0,7,6,14.66,1200,24019,2600582,"74%","11.4%"
"26939",386,0,6,5,11.91,1200,26939,2600968,"74%","11.4%"
"27567",386,0,6,4,9.91,1200,27567,2601354,"74%","11.4%"
"28982",386,0,6,3,20.41,1300,28982,2601740,"74%","11.4%"
"861",385,0,NA,NA,11.5,1200,861,2602125,"74%","11.4%"
"2819",385,1,NA,NA,8.33,1200,2819,2602510,"74%","11.4%"
"2957",385,0,6,9,35,1200,2957,2602895,"74%","11.4%"
"4294",385,1,7,9,2.75,1200,4294,2603280,"74%","11.4%"
"4340",385,0,4,6,19.83,1300,4340,2603665,"74%","11.4%"
"5069",385,0,3,9,5.66,1200,5069,2604050,"74%","11.4%"
"5480",385,1,4,7,7.66,1200,5480,2604435,"74%","11.4%"
"10065",385,0,5,NA,6.58,1200,10065,2604820,"74%","11.4%"
"11251",385,0,3,9,10.83,1200,11251,2605205,"74%","11.4%"
"12664",385,0,NA,NA,1.08,1200,12664,2605590,"74%","11.4%"
"15459",385,0,NA,NA,26.58,1200,15459,2605975,"74%","11.4%"
"16029",385,0,3,5,23,1200,16029,2606360,"74%","11.4%"
"18256",385,0,7,6,20.08,1200,18256,2606745,"74%","11.4%"
"19446",385,0,3,6,7.5,1200,19446,2607130,"74%","11.4%"
"19894",385,0,6,5,37.66,1200,19894,2607515,"74%","11.4%"
"24647",385,0,7,6,17.25,1100,24647,2607900,"74%","11.4%"
"25654",385,0,5,5,30.5,1300,25654,2608285,"74%","11.4%"
"26433",385,0,7,4,17.25,1300,26433,2608670,"74%","11.4%"
"27438",385,0,3,6,1.58,1200,27438,2609055,"74%","11.4%"
"31002",385,0,2,7,11.16,1200,31002,2609440,"74%","11.4%"
"4043",384,0,4,4,10.83,1200,4043,2609824,"74%","11.4%"
"5402",384,0,NA,NA,16.58,1200,5402,2610208,"74%","11.4%"
"5700",384,0,4,6,24.33,1200,5700,2610592,"74%","11.4%"
"10007",384,0,4,3,5.58,1200,10007,2610976,"74%","11.4%"
"14313",384,0,5,6,30.25,1200,14313,2611360,"74%","11.4%"
"16284",384,0,3,6,7.58,1200,16284,2611744,"74%","11.4%"
"18041",384,0,7,4,31.83,1200,18041,2612128,"74%","11.5%"
"19753",384,0,4,3,13.83,1200,19753,2612512,"74%","11.5%"
"20319",384,0,2,1,5.25,1200,20319,2612896,"74%","11.5%"
"24418",384,0,7,3,8.91,1200,24418,2613280,"74%","11.5%"
"27459",384,0,4,6,25.33,1200,27459,2613664,"74%","11.5%"
"31614",384,0,NA,NA,22.33,1200,31614,2614048,"74%","11.5%"
"41",383,0,NA,NA,13.83,1200,41,2614431,"74%","11.5%"
"2509",383,0,NA,NA,7.91,1200,2509,2614814,"74%","11.5%"
"4802",383,0,7,9,10.75,1200,4802,2615197,"74%","11.5%"
"5538",383,0,6,3,30,1200,5538,2615580,"74%","11.5%"
"10202",383,0,2,7,12.75,1200,10202,2615963,"74%","11.5%"
"10415",383,0,4,8,22.08,1200,10415,2616346,"74%","11.5%"
"10989",383,0,NA,NA,3.75,1100,10989,2616729,"74%","11.5%"
"13786",383,1,NA,NA,1.33,1200,13786,2617112,"74%","11.5%"
"13923",383,0,6,7,16.75,1200,13923,2617495,"74%","11.5%"
"14182",383,0,NA,NA,2.16,1200,14182,2617878,"74%","11.5%"
"16923",383,0,5,8,5.08,1200,16923,2618261,"74%","11.5%"
"22219",383,1,NA,NA,19.33,1200,22219,2618644,"74%","11.5%"
"22476",383,0,7,1,28.41,1100,22476,2619027,"74%","11.5%"
"24480",383,0,2,NA,1.33,1200,24480,2619410,"74%","11.5%"
"25514",383,1,4,9,5.91,1200,25514,2619793,"74%","11.5%"
"25812",383,0,4,3,13.25,1200,25812,2620176,"74%","11.5%"
"26100",383,0,3,2,5.66,1100,26100,2620559,"74%","11.5%"
"27680",383,0,6,3,17.91,1200,27680,2620942,"74%","11.5%"
"30603",383,1,7,9,11,1200,30603,2621325,"74%","11.5%"
"31573",383,0,NA,NA,5.66,1100,31573,2621708,"74%","11.5%"
"201",382,0,4,6,14.91,1200,201,2622090,"74%","11.5%"
"4352",382,0,3,6,8.91,1200,4352,2622472,"74%","11.5%"
"4689",382,0,3,8,16,1200,4689,2622854,"74%","11.5%"
"5419",382,1,4,8,11,1200,5419,2623236,"74%","11.5%"
"10588",382,0,4,6,24.58,1200,10588,2623618,"74%","11.6%"
"14179",382,0,3,3,3.83,1200,14179,2624000,"74%","11.6%"
"14456",382,0,4,9,14.33,1200,14456,2624382,"74%","11.6%"
"14947",382,0,3,8,15.33,1200,14947,2624764,"74%","11.6%"
"15692",382,0,4,7,16.41,1200,15692,2625146,"74%","11.6%"
"16310",382,0,6,6,16,1200,16310,2625528,"74%","11.6%"
"23239",382,0,5,6,22.08,1300,23239,2625910,"74%","11.6%"
"25271",382,0,5,4,22.08,1200,25271,2626292,"74%","11.6%"
"26033",382,0,NA,NA,7.41,1200,26033,2626674,"74%","11.6%"
"28917",382,0,NA,NA,29.5,1200,28917,2627056,"74%","11.6%"
"455",381,0,5,9,5.25,1300,455,2627437,"74%","11.6%"
"2249",381,0,NA,NA,26.08,1100,2249,2627818,"74%","11.6%"
"6664",381,0,2,4,4.75,1300,6664,2628199,"75%","11.6%"
"6684",381,0,NA,NA,1.16,1200,6684,2628580,"75%","11.6%"
"8315",381,0,4,9,14.5,1200,8315,2628961,"75%","11.6%"
"9039",381,0,5,4,9.33,1300,9039,2629342,"75%","11.6%"
"9051",381,0,3,9,3.91,1200,9051,2629723,"75%","11.6%"
"12900",381,0,NA,NA,4.5,1200,12900,2630104,"75%","11.6%"
"14046",381,0,7,1,25.25,1300,14046,2630485,"75%","11.6%"
"15870",381,0,NA,NA,20.33,1200,15870,2630866,"75%","11.6%"
"16517",381,0,6,3,22.58,1200,16517,2631247,"75%","11.6%"
"20965",381,1,6,4,15.66,1100,20965,2631628,"75%","11.6%"
"21366",381,0,3,8,13.58,1200,21366,2632009,"75%","11.6%"
"22246",381,0,4,9,23.58,1200,22246,2632390,"75%","11.6%"
"25000",381,0,6,1,10.16,1200,25000,2632771,"75%","11.6%"
"27882",381,0,4,6,21.58,1200,27882,2633152,"75%","11.6%"
"28283",381,0,3,7,25,1200,28283,2633533,"75%","11.6%"
"31244",381,0,NA,NA,28.75,1200,31244,2633914,"75%","11.6%"
"86",380,0,3,7,7.08,1200,86,2634294,"75%","11.6%"
"475",380,0,NA,NA,1.66,1300,475,2634674,"75%","11.6%"
"1846",380,0,5,7,28.83,1200,1846,2635054,"75%","11.6%"
"6798",380,0,4,7,3.83,1200,6798,2635434,"75%","11.6%"
"14060",380,0,7,1,4.5,1200,14060,2635814,"75%","11.6%"
"19560",380,0,3,7,12.16,1200,19560,2636194,"75%","11.7%"
"22729",380,0,4,4,3.83,1200,22729,2636574,"75%","11.7%"
"26137",380,0,NA,NA,2.75,1200,26137,2636954,"75%","11.7%"
"27373",380,0,6,3,12.08,1200,27373,2637334,"75%","11.7%"
"31200",380,0,4,5,5.16,1200,31200,2637714,"75%","11.7%"
"574",379,0,2,8,4.41,1200,574,2638093,"75%","11.7%"
"1159",379,0,NA,NA,7.83,1200,1159,2638472,"75%","11.7%"
"9113",379,0,6,6,23.41,1200,9113,2638851,"75%","11.7%"
"9386",379,0,7,6,28.41,1200,9386,2639230,"75%","11.7%"
"9536",379,0,7,6,19.33,1200,9536,2639609,"75%","11.7%"
"9967",379,0,4,9,1.91,1200,9967,2639988,"75%","11.7%"
"12505",379,0,5,4,21.66,1200,12505,2640367,"75%","11.7%"
"14037",379,1,NA,NA,7.16,1200,14037,2640746,"75%","11.7%"
"16027",379,0,6,6,18.66,1200,16027,2641125,"75%","11.7%"
"16861",379,0,6,3,28.66,1100,16861,2641504,"75%","11.7%"
"20336",379,0,7,3,16.08,1200,20336,2641883,"75%","11.7%"
"21879",379,0,3,7,7.25,1100,21879,2642262,"75%","11.7%"
"23069",379,1,3,9,1,1200,23069,2642641,"75%","11.7%"
"29808",379,0,4,4,20.08,1200,29808,2643020,"75%","11.7%"
"30989",379,0,3,4,14.75,1100,30989,2643399,"75%","11.7%"
"365",378,0,4,7,27.25,1200,365,2643777,"75%","11.7%"
"3369",378,1,4,3,19,1200,3369,2644155,"75%","11.7%"
"9344",378,1,4,6,21.58,1200,9344,2644533,"75%","11.7%"
"10310",378,0,4,1,1.41,1200,10310,2644911,"75%","11.7%"
"16830",378,0,7,4,9.83,1100,16830,2645289,"75%","11.7%"
"18218",378,0,7,4,18.5,1200,18218,2645667,"75%","11.7%"
"21346",378,0,7,3,8.25,1100,21346,2646045,"75%","11.7%"
"26843",378,1,4,9,14.08,1200,26843,2646423,"75%","11.7%"
"27321",378,0,7,4,18.83,1200,27321,2646801,"75%","11.7%"
"28181",378,1,3,7,6.5,1200,28181,2647179,"75%","11.7%"
"563",377,1,NA,NA,3.83,1200,563,2647556,"75%","11.8%"
"7841",377,0,3,9,6.16,1200,7841,2647933,"75%","11.8%"
